series_animedb_id,series_title,series_type,series_episodes,my_id,my_watched_episodes,my_start_date,my_finish_date,my_rated,my_score,my_storage,my_storage_value,my_status,my_comments,my_times_watched,my_rewatch_value,my_priority,my_tags,my_rewatching,my_rewatching_ep,my_discuss,my_sns,update_on_import,Unnamed: 0,Type,Score,Score Rank,Popularity Rank,Air Date,Studio,Num. of episodes,Genres,Theme(s),Demographic
52034,"""Oshi no Ko""",TV,11,0,11,2023-04-12,2023-06-28,,1,,0,Completed,,0,,LOW,"🥈: Indiscutivelmente bem produzido, porém raso em conteúdo. Para algo que se propõe a criticar toda uma indústria seus agrupamentos deveriam ser mais fortes, a única questão que funciona aqui é o personagem da Kana.",0,0,1,default,0,,,,,,,,,,,
55791,"""Oshi no Ko"" 2nd Season",TV,13,0,9,2024-07-03,0000-00-00,,6,,0,Watching,,0,,LOW,,0,0,1,default,0,,,,,,,,,,,
1583,009-1,TV,12,0,12,2024-01-23,2024-01-26,,4,,0,Completed,,0,,LOW,"Poderia resumir bastante e dizer que ele é simplesmente desinteressante. Nenhum dos casos apresenta real perigo para a protagonista, que por ter sempre todas as situações controladas faz os episódios serem esquecíveis.",0,0,1,default,0,,,,,,,,,,,
41380,100-man no Inochi no Ue ni Ore wa Tatteiru,TV,12,0,12,2022-01-18,2022-01-19,,2,,0,Completed,,0,,LOW,O monólogo do final é tão patético quanto os outros episódios,0,0,1,default,0,,,,,,,,,,,
44881,100-man no Inochi no Ue ni Ore wa Tatteiru 2nd Season,TV,12,0,12,2022-01-19,2022-01-20,,2,,0,Completed,,0,,LOW,"Protagonista com complexo de Deus, a personagem adicionada é só uma ferramenta de roteiro, mas tem uma sacada legal no último episódio",0,0,1,default,0,,,,,,,,,,,
31646,3-gatsu no Lion,TV,22,0,22,2022-05-15,2022-05-19,,9,,0,Completed,,0,,LOW,"🥈: O suco do anime de esporte, um desenvolvimento orgânico, expresso por pequenos detalhes na animação. Muitos dizem ser monótono, mas vou ter que discordar, acredito que esse ritmo casou perfeitamente com a obra",0,0,1,default,0,159.0,TV,8.4,160.0,275.0,"Oct 8, 2016 to Mar 18, 2017",['Shaft'],22.0,"['Drama', 'Slice of Life']","['Childcare', 'Iyashikei', 'Strategy Game']",Seinen
35180,3-gatsu no Lion 2nd Season,TV,22,0,22,2023-07-08,2023-07-10,,10,,0,Completed,,0,,LOW,"💎: Estava muito em dúvida em que nota dar, tanto que mudei de ideia, não achei justo deixar de fora dos meus poucos 10 uma obra tão bela. Em toda a minha vida, nunca vi uma retratação tão perfeita da relação escolar de uma pessoa, da alegria ao",0,0,1,default,0,13.0,TV,8.96,14.0,535.0,"Oct 14, 2017 to Mar 31, 2018",['Shaft'],22.0,"['Drama', 'Slice of Life']","['Childcare', 'Iyashikei', 'Strategy Game']",Seinen
55973,30-sai made Doutei dato Mahoutsukai ni Nareru Rashii,TV,12,0,12,2024-01-10,2024-03-27,,3,,0,Completed,,0,,LOW,"A premissa não me pegou muito desde o princípio, até porque o Adachi usa o seu poder da forma mais esdrúxula possível. Também acho que o anime desperdiça tempo com o casal secundário, sendo que nem o principal é bom.",0,0,1,default,0,,,,,,,,,,,
51464,4-nin wa Sorezore Uso wo Tsuku,TV,11,0,11,2022-10-15,2022-12-24,,6,,0,Completed,,0,,LOW,"Meio Sus, a melhor parte de longe é a do meio, me arrancou dúzia de rizadas e a ideia em si é boa",0,0,1,default,0,,,,,,,,,,,
38101,5-toubun no Hanayome,TV,12,0,12,0000-00-00,0000-00-00,,5,,0,Completed,,0,,LOW,"Tem o seu valor, principalmente pelo fator das irmãs, que realmente se destacam. Contudo o enredo em si, é fraco, mesmo que consiga prender até o fim",0,0,1,default,0,1140.0,TV,7.68,1141.0,180.0,"Jan 11, 2019 to Mar 29, 2019",['Tezuka Productions'],12.0,"['Comedy', 'Romance']","['Harem', 'School']",Shounen
39783,5-toubun no Hanayome ∬,TV,12,0,12,2023-02-05,2023-02-06,,5,,0,Completed,,0,,LOW,"Queda na qualidade visual é proporcional a melhora considerável no roteiro, claro que ainda tem momentos meio ridículos, mas bem menos.",0,0,1,default,0,396.0,TV,8.13,397.0,318.0,"Jan 8, 2021 to Mar 26, 2021",['Bibury Animation Studios'],12.0,"['Comedy', 'Romance']","['Harem', 'School']",Shounen
48548,5-toubun no Hanayome Movie,Movie,1,0,1,2023-06-04,2023-06-04,,5,,0,Completed,,0,,LOW,"Pelo que eu ouvi desse filme, pensei que fosse o desastre em 2h, mas está bem longe disso, e ainda bem. Acredito que tenha sido uma boa finalização para essa série",0,0,1,default,0,,,,,,,,,,,
41457,86,TV,11,0,11,2021-09-07,2021-09-08,,2,,0,Completed,,0,,LOW,"Proposta Simples, Enredo Simples, Personagens Simples, Nota Simples",0,0,1,default,0,286.0,TV,8.23,287.0,348.0,"Apr 11, 2021 to Jun 20, 2021",['A-1 Pictures'],11.0,"['Action', 'Drama', 'Sci-Fi']","['Mecha', 'Military']",
48569,86 Part 2,TV,12,0,12,2022-02-13,2022-03-19,,2,,0,Completed,,0,,LOW,"Melhor, mas mais chato que a primeira parte",0,0,1,default,0,42.0,TV,8.72,43.0,666.0,"Oct 3, 2021 to Mar 19, 2022",['A-1 Pictures'],12.0,"['Action', 'Drama', 'Sci-Fi']","['Mecha', 'Military']",
36039,A.I.C.O. Incarnation,ONA,12,0,12,0000-00-00,0000-00-00,,2,,0,Completed,,0,,LOW,Se forçar mais rasga,0,0,1,default,0,,,,,,,,,,,
33337,ACCA: 13-ku Kansatsu-ka,TV,12,0,12,2023-08-08,2023-08-09,,8,,0,Completed,,0,,LOW,"🥉: 8.5 Adoro a forma como eles constroem as dúvidas no espectador, fazendo você questionar até onde o Jean está realmente envolvido na armação. Apresentação dos diferentes distritos também é um show à parte, onde são social e culturalmente ",0,0,0,default,0,1158.0,TV,7.67,1159.0,1292.0,"Jan 10, 2017 to Mar 28, 2017",['Madhouse'],12.0,"['Drama', 'Fantasy', 'Mystery']",['Detective'],Seinen
39790,Adachi to Shimamura,TV,12,0,12,2022-03-07,2022-03-08,,3,,0,Completed,,0,,LOW,"De primeira pensei, ""Tá aí um romance legalzinho"", mas infelizmente vira uma enrolação sem tamanho, uns tramas idiotas, tenta discutir coisas importantes de forma rasa, e pior não leva a lugar nenhum te fazendo ter uma sensação de tempo perdido",0,0,1,default,0,,,,,,,,,,,
1292,Afro Samurai,TV,5,0,5,2023-12-20,2023-12-21,,6,,0,Completed,,0,,LOW,"🥈: Sua estética é inegavelmente única, uma mistura do clássico japonês com o cowboy americano, e o Samuel L. Jackson está fantástico aqui. Porém, não consegui engolir as armas mega tecnológicas daqui, me tirou completamente do clima do restan",0,0,1,default,0,,,,,,,,,,,
36904,Aggressive Retsuko (ONA),ONA,10,0,10,0000-00-00,0000-00-00,,6,,0,Completed,,0,,LOW,Achei engraçado,0,0,1,default,0,1190.0,ONA,7.66,1191.0,1247.0,"Apr 20, 2018",['Fanworks'],10.0,"['Comedy', 'Slice of Life']","['Anthropomorphic', 'Workplace']",
37985,Aggressive Retsuko (ONA) 2nd Season,ONA,10,0,10,0000-00-00,0000-00-00,,4,,0,Completed,,0,,LOW,"A primeira temporada é significativamente melhor, mesmo com só 10 episódios maratonar é cansativo",0,0,1,default,0,968.0,ONA,7.75,969.0,1769.0,"Jun 14, 2019",['Fanworks'],10.0,"['Comedy', 'Slice of Life']","['Anthropomorphic', 'Workplace']",
49520,Aharen-san wa Hakarenai,TV,12,0,12,0000-00-00,2022-06-18,,4,,0,Completed,,0,,LOW,"O resumo de uma comédia ""ok""",0,0,1,default,0,1666.0,TV,7.49,1667.0,1172.0,"Apr 2, 2022 to ?",['Felix Film'],0.0,['Comedy'],"['Iyashikei', 'School']",Shounen
53787,AI no Idenshi,TV,12,0,12,2023-07-07,2023-09-29,,5,,0,Completed,,0,,LOW,"Nunca pensei que diria isso, mas se a Madhouse não tivesse uma produção tão porca essa obra seria consideravelmente mais agradável, ótimas ideias e uma execução muito fraca",0,0,1,default,0,,,,,,,,,,,
50429,Aiyou de Mishi,ONA,16,0,16,2023-04-17,2023-07-19,,3,,0,Completed,,0,,LOW,"O que mais quebrou essa obra para mim foi a forma com que os episódios foram divididos, com nuances que só podem ser pegos em uma assistida mais contínua. De qualquer forma, apresenta um mistério interessante e tem um alto fator de revisita.",0,0,1,default,0,,,,,,,,,,,
31580,Ajin,TV,13,0,13,2022-08-31,2022-09-02,,8,,0,Completed,,0,,LOW,"🥈🥉: Tinha esquecido de escrever e agora vou só colocar qualquer coisa. Assistam Ajin, mesmo como o 3D é muito bom",0,0,1,default,0,1941.0,TV,7.42,1942.0,333.0,"Jan 16, 2016 to Apr 9, 2016",['Polygon Pictures'],13.0,"['Action', 'Horror', 'Mystery', 'Supernatural']",['Gore'],Seinen
33253,Ajin Part 2,TV,13,0,13,2022-09-02,2022-09-03,,8,,0,Completed,,0,,LOW,🥈🥉: Uma das obras mais subestimadas da história dos animes,0,0,1,default,0,,,,,,,,,,,
283,Akage no Anne,TV,50,0,50,0000-00-00,0000-00-00,,8,,0,Completed,,0,,LOW,"🥇: O mundo precisa saber que essa versão é infinitamente superior a série feita pela Netflix (Mesmo que seja boa), tocante e brilhante",0,0,1,default,0,1063.0,TV,7.71,1064.0,3614.0,"Jan 7, 1979 to Dec 30, 1979",['Nippon Animation'],50.0,"['Drama', 'Slice of Life']","['Historical', 'Iyashikei']",
22199,Akame ga Kill!,TV,24,0,24,0000-00-00,0000-00-00,,3,,0,Completed,,0,,LOW,"Tenta ser muito mais do que tem capacidade, e falha miseravelmente",0,0,1,default,0,1744.0,TV,7.47,1745.0,27.0,"Jul 7, 2014 to Dec 15, 2014",['White Fox'],24.0,"['Action', 'Fantasy']","['Gore', 'Super Power']",Shounen
47,Akira,Movie,1,0,1,2022-01-28,2022-01-28,,7,,0,Completed,,0,,LOW,"🥈: Um filme belíssimo com um enredo bem confuso, mas mesmo assim interessante",0,0,1,default,0,366.0,Movie,8.16,367.0,213.0,"Jul 16, 1988",['Tokyo Movie Shinsha'],1.0,"['Action', 'Adventure', 'Horror', 'Sci-Fi', 'Supernatural']","['Gore', 'Military']",Seinen
16201,Aku no Hana,TV,13,0,13,0000-00-00,0000-00-00,,8,,0,Completed,,0,,LOW,"🥉: Fiquei surpreso quando revi a obra, tendo em vista que odiei da primeira vez, os sentimentos que a direção consegue passar são impressionantes",0,0,1,default,0,,,,,,,,,,,
41433,Akudama Drive,TV,12,0,12,2023-04-30,2023-05-01,,6,,0,Completed,,0,,LOW,"O começo com certeza afastou muita gente, realmente é muito fraco, mas me surpreendeu a coragem do final, considerando sua proposta até que entrega uma boa reflexão no final.",0,0,1,default,0,1252.0,TV,7.63,1253.0,546.0,"Oct 8, 2020 to Dec 24, 2020",['Studio Pierrot'],12.0,"['Action', 'Sci-Fi']",['Gore'],
48425,Akuma-kun (ONA),ONA,12,0,12,2023-11-20,2023-11-22,,7,,0,Completed,,0,,LOW,"🥉: Fiquei realmente impressionado em como eles conseguiram entreter tanto com esse ritmo episódico, além de ter personagens muito interessantes.",0,0,1,default,0,,,,,,,,,,,
49979,Akuyaku Reijou nanode Last Boss wo Kattemimashita,TV,12,0,12,2022-10-17,2022-12-10,,5,,0,Completed,,0,,LOW,"A premissa parece ter sido desenvolvida jogando um romance depois de muita pinga, o que a faz muito interessante kkkkk. Interessantemente tudo funciona relativamente bem, o final é meio forçado, mas vale a pena",0,0,1,default,0,,,,,,,,,,,
49303,Alice to Therese no Maboroshi Koujou,Movie,1,0,1,2024-02-25,2024-02-25,,5,,0,Completed,,0,,LOW,"🥈: 4.5, É o tipo de filme que piora a cada revista, mesmo com seus visuais lindos e uma ideia bem interessante, ele simplesmente tem problemas demais. Só o personagem do protagonista funciona, o elenco de personagens é fraco e etc...",0,0,1,default,0,,,,,,,,,,,
1177,Alien 9,OVA,4,0,4,2023-06-30,2023-06-30,,3,,0,Completed,,0,,LOW,"Um excelente sonífero! Tinha um potencial interessante, mas parece que chegamos com o bonde andando e somos expulsos no meio do caminho. Ele deixa inúmeras perguntas de caráter lógico, e não responde quase nenhuma delas",0,0,1,default,0,,,,,,,,,,,
35015,Ani ni Tsukeru Kusuri wa Nai!,TV,12,0,12,0000-00-00,0000-00-00,,5,,0,Completed,,0,,LOW,Eu ri de um anime de 3 minutos...,0,0,1,default,0,1730.0,TV,7.48,1731.0,1975.0,"Apr 7, 2017 to Jun 23, 2017","['Fanworks', '            Imagineer']",12.0,"['Comedy', 'Slice of Life']",['School'],
37924,Ani ni Tsukeru Kusuri wa Nai! 2,TV,24,0,24,2022-03-02,2022-03-19,,6,,0,Completed,,0,,LOW,Top melhores continuações dos animes,0,0,1,default,0,1000.0,TV,7.74,1001.0,2888.0,"Jul 9, 2018 to Dec 17, 2018","['Fanworks', '            Imagineer']",24.0,"['Comedy', 'Slice of Life']",['School'],
1797,Animation Seisaku Shinkou Kuromi-chan,OVA,1,0,1,2022-01-27,2022-01-27,,5,,0,Completed,,0,,LOW,"Um OVA divertido que fala um pouco do backstage das produtoras de anime, mas tive a experiência comprometida pois só achei dublado porcamente em inglês americano",0,0,1,default,0,,,,,,,,,,,
11433,Ano Natsu de Matteru,TV,12,0,12,0000-00-00,0000-00-00,,4,,0,Completed,,0,,LOW,"Só assisti pelo desafio do MyAnimeList, mas até que achei alguns momentos interessantes, nada de muito espetacular mas melhor que muita coisa que já vi",0,0,1,default,0,1877.0,TV,7.44,1878.0,522.0,"Jan 10, 2012 to Mar 27, 2012",['J.C.Staff'],12.0,"['Comedy', 'Drama', 'Romance', 'Sci-Fi', 'Slice of Life']",['Visual Arts'],
24833,Ansatsu Kyoushitsu,TV,22,0,22,0000-00-00,0000-00-00,,6,,0,Completed,,0,,LOW,"Uma ótima execução de uma proposta muito arriscada, o Koro encaixou como uma luva no anime",0,0,1,default,0,440.0,TV,8.1,441.0,35.0,"Jan 10, 2015 to Jun 20, 2015",['Lerche'],22.0,"['Action', 'Comedy']",['School'],Shounen
30654,Ansatsu Kyoushitsu 2nd Season,TV,25,0,25,0000-00-00,0000-00-00,,6,,0,Completed,,0,,LOW,Com exceção do final a segunda temporada é bem monótona e não acrescenta nada de muito relevante,0,0,1,default,0,108.0,TV,8.51,109.0,84.0,"Jan 8, 2016 to Jul 1, 2016",['Lerche'],25.0,"['Action', 'Comedy']",['School'],Shounen
49052,Ao Ashi,TV,24,0,24,2022-05-01,2022-09-24,,6,,0,Completed,,0,,LOW,"Não tem muitas coisas para falar sobre isso,só que é bom",0,0,1,default,0,1201.0,TV,7.65,1203.0,2540.0,"Apr 9, 2022 to ?",['Production I.G'],0.0,['Sports'],['Team Sports'],Seinen
9919,Ao no Exorcist,TV,25,0,25,0000-00-00,0000-00-00,,3,,0,Completed,,0,,LOW,"Se perde totalmente depois do episódio 9, eu não sei como pegaram tudo que estava interessante e jogaram fora",0,0,1,default,0,1598.0,TV,7.52,1599.0,34.0,"Apr 17, 2011 to Oct 2, 2011",['A-1 Pictures'],25.0,"['Action', 'Fantasy']","['Mythology', 'School']",Shounen
33506,Ao no Exorcist: Kyoto Fujouou-hen,TV,12,0,12,0000-00-00,0000-00-00,,4,,0,Completed,,0,,LOW,"Sem dúvida mais organizado que a primeira parte, mas não consegue consertar o desastre do final da temporada anterior",0,0,1,default,0,,,,,,,,,,,
51614,Ao no Orchestra,TV,24,0,24,2023-04-10,2023-12-07,,6,,0,Completed,,0,,LOW,"O tempo que eu Posterguei esses últimos 4 episódios é bizarro, mas que últimos momentos, a orquestra final é o mais absoluto CINEMA!!!!",0,0,0,default,0,,,,,,,,,,,
40532,Appare-Ranman!,TV,13,0,13,2023-02-12,2023-02-13,,5,,0,Completed,,0,,LOW,"Eu vivi para ver a versão japonesa da corrida maluca kkkkkk, tem muito drama (como é padrão), mas sem dúvida consegue divertir em te manter preso",0,0,1,default,0,,,,,,,,,,,
12967,Arcana Famiglia,TV,12,0,12,0000-00-00,0000-00-00,,1,,0,Completed,,0,,LOW,Quando chega o bendito torneio o anime acaba kkkkkkkkkkkkkkkkkk,0,0,1,default,0,,,,,,,,,,,
1488,Area 88,OVA,3,0,1,0000-00-00,0000-00-00,,0,,0,On-Hold,,0,,LOW,,0,0,1,default,0,1615.0,OVA,7.51,1616.0,4603.0,"Feb 5, 1985 to Jun 15, 1986",['Studio Pierrot'],3.0,"['Action', 'Adventure', 'Drama', 'Romance']",['Military'],
36882,Arifureta Shokugyou de Sekai Saikyou,TV,13,0,13,0000-00-00,0000-00-00,,1,,0,Completed,,0,,LOW,O reflexo da Unidimensionalidade,0,0,1,default,0,,,,,,,,,,,
40507,Arifureta Shokugyou de Sekai Saikyou 2nd Season,TV,12,0,12,0000-00-00,2022-03-31,,1,,0,Completed,,0,,LOW,Que desastre,0,0,1,default,0,,,,,,,,,,,
52381,Aru Asa Dummy Head Mic ni Natteita Ore-kun no Jinsei,TV,12,0,12,0000-00-00,2022-12-28,,2,,0,Completed,,0,,LOW,"Perdeu infinitos pontos pois o 🍷🗿 só é usado no primeiro episódio, que tristeza",0,0,1,default,0,,,,,,,,,,,
1205,Aru Tabibito no Nikki,ONA,6,0,6,2023-12-17,2023-12-17,,7,,0,Completed,,0,,LOW,Assistiria facilmente um anime de 12 episódios de 24 minutos. O seu maior defeito é que acabou muito rápido.,0,0,1,default,0,,,,,,,,,,,
3401,Aru Tabibito no Nikki Specials,Special,3,0,3,2023-12-19,2023-12-19,,4,,0,Completed,,0,,LOW,"De volta ao grande diário da jornada de Tortov Roddle, qual é a minha surpresa ao descobrir que somente o primeiro curta é sobre sua história. Fiquei genuinamente desapontado, principalmente porque os outros 2 são bem sem graça.",0,0,1,default,0,,,,,,,,,,,
2402,Ashita no Joe,TV,79,0,79,2022-08-13,0000-00-00,,8,,0,Completed,,0,,LOW,"🥉: Impressionante o que conseguiram fazer com uma limitação de orçamento e tecnologias datadas,o Joe's Theme é fabuloso. Pena que o ritmo é muito lento",0,0,1,default,0,245.0,TV,8.29,246.0,2071.0,"Apr 1, 1970 to Sep 29, 1971",['Mushi Production'],79.0,"['Action', 'Drama', 'Slice of Life', 'Sports']",['Combat Sports'],Shounen
2921,Ashita no Joe 2,TV,47,0,47,2022-08-18,0000-00-00,,10,,0,Completed,,0,,LOW,"💎: Excluindo alguns pequenos detalhes que foram esquecidos pela produção e os samples de áudio, essa adaptação consegue manter o nível do original, brilhando na escolha da OST e no desenvolvimento do Joe",0,0,1,default,0,44.0,TV,8.71,45.0,2920.0,"Oct 13, 1980 to Aug 31, 1981",['Tokyo Movie Shinsha'],47.0,"['Action', 'Drama', 'Slice of Life', 'Sports']",['Combat Sports'],Shounen
38464,Ashita Sekai ga Owaru toshitemo,Movie,1,0,1,2022-05-23,2022-05-23,,3,,0,Completed,,0,,LOW,"Um remédio ótimo para a insônia, é tiro e queda. Não tem um pingo de lógica, lutinha por 1h e 30min",0,0,1,default,0,,,,,,,,,,,
971,Astro Boy: Tetsuwan Atom,TV,50,0,50,0000-00-00,0000-00-00,,8,,0,Completed,,0,,LOW,"🥉: Superestimado pelo Ig0y, é sem dúvidas é uma boa série, mas 10?",0,0,1,default,0,,,,,,,,,,,
66,Azumanga Daiou The Animation,TV,26,0,26,0000-00-00,0000-00-00,,8,,0,Completed,,0,,LOW,"-Sobre o que vocês estão falando? -Ah, estávamos falando sobre hemorróida",0,0,1,default,0,,,,,,,,,,,
2251,Baccano!,TV,13,0,13,2023-12-16,2023-12-16,,9,,0,Completed,,0,,LOW,"🥉🥇: Tenho que admitir que até o 3° episódio estava achando um porre, mas fui completamente dominado pela narrativa pouco ortodoxa de Baccano. O que me segurou, e me fez rir, foram Isaac e Miria, esse casal estúpido é um ótimo alívio cômico p",0,0,1,default,0,175.0,TV,8.38,176.0,160.0,"Jul 27, 2007 to Nov 2, 2007","[""Brain's Base""]",13.0,"['Action', 'Comedy', 'Mystery', 'Supernatural']","['Historical', 'Organized Crime']",
3901,Baccano! Specials,Special,3,0,3,2023-12-18,2023-12-18,,7,,0,Completed,,0,,LOW,"O personagem do Specter é terrivelmente insuportável, ele ocupar quase 1 episódio inteiro é um completo absurdo, um delírio. Contudo, o excluindo, é o mesmo nível de qualidade, claro que de uma forma mais comedida, mas ainda sim muito cativante.",0,0,1,default,0,423.0,Special,8.11,424.0,1145.0,"Feb 27, 2008 to May 28, 2008","[""Brain's Base""]",3.0,"['Action', 'Comedy', 'Mystery', 'Supernatural']","['Historical', 'Organized Crime']",
36873,Back Street Girls: Gokudolls,TV,10,0,10,2022-10-16,2022-10-17,,7,,0,Completed,,0,,LOW,"🥉: Realmente surpreendente,uma ideia estúpida executada de modo fantástico,parabéns aos envolvidos",0,0,1,default,0,,,,,,,,,,,
28805,Bakemono no Ko,Movie,1,0,1,2023-01-12,2023-01-12,,6,,0,Completed,,0,,LOW,"Um filme bom que perdeu muito por ser completamente atropelado, poderia ter facilmente 4 horas. Tirando isso, o filme consegue criar simpatia com os personagens e não fazer deles robôs sem alma",0,0,1,default,0,254.0,Movie,8.28,255.0,489.0,"Jul 11, 2015",['Studio Chizu'],1.0,"['Adventure', 'Supernatural']","['Anthropomorphic', 'Isekai']",
5081,Bakemonogatari,TV,15,0,15,2021-06-10,2021-06-12,,9,,0,Completed,,0,,LOW,🥇🥈: Um show de direção e construção de personagem,0,0,1,default,0,206.0,TV,8.34,207.0,79.0,"Jul 3, 2009 to Jun 25, 2010",['Shaft'],15.0,"['Mystery', 'Romance', 'Supernatural']",['Vampire'],
288,Bakuten Shoot Beyblade,TV,51,0,51,0000-00-00,0000-00-00,,4,,0,Completed,,0,,LOW,É o Beyblade,0,0,1,default,0,,,,,,,,,,,
1669,Bakuten Shoot Beyblade 2002,TV,51,0,51,0000-00-00,0000-00-00,,4,,0,Completed,,0,,LOW,Até para uma série de Beyblade o enredo é tosco,0,0,1,default,0,,,,,,,,,,,
42892,Baraou no Souretsu,TV,24,0,24,2022-02-10,2022-07-18,,6,,0,Completed,,0,,LOW,"É feio? Sim, É Rocambolesco? Sim, Eu gostei? Não sei bem como descrever isso... Acho que aprendi a apreciar a ruindade",0,0,1,default,0,,,,,,,,,,,
53407,Bartender: Kami no Glass,TV,12,0,12,2024-04-03,2024-06-19,,8,,0,Completed,,0,,LOW,"🥇🥉: Bartender é respeitoso, respeitoso a obra original e principalmente ao espectador e sua inteligência. Ele é singelo em sua execução e valente quanto a sua linda mensagem.",0,0,1,default,0,,,,,,,,,,,
50953,Bastard!! Ankoku no Hakaishin (ONA),ONA,13,0,13,2024-01-16,2024-01-17,,5,,0,Completed,,0,,LOW,"Mesmo sabendo da sua total falta de qualidade em qualquer aspecto, ainda consegui rir bastante da galhofa de alguns episódios. A história, de forma geral, é só uma fachada para eles encaixarem as piadas, e funciona 50% das vezes.",0,0,1,default,0,,,,,,,,,,,
51366,Bastard!! Ankoku no Hakaishin Part 2 (ONA),ONA,11,0,11,2024-01-17,2024-01-19,,4,,0,Completed,,0,,LOW,"Cansou, o começo ainda mantém a sátira da primeira parte, mas depois do 5° episódio são só lutas com muito palavrão. Ainda dá para rir em um momento ou outro, porém me desanimou completamente de continuar.",0,0,1,default,0,,,,,,,,,,,
39195,Beastars,TV,12,0,12,0000-00-00,0000-00-00,,8,,0,Completed,,0,,LOW,"🥉: A tensão que se cria entre os carnívoros e herbívoros é impressionante, as dúvidas e a falta de entendimento do Legoshi sobre si mesmo são muito bem trabalhadas",0,0,1,default,0,725.0,TV,7.89,726.0,208.0,"Oct 10, 2019 to Dec 26, 2019",['Orange'],12.0,"['Drama', 'Slice of Life']","['Anthropomorphic', 'Psychological', 'School']",Shounen
40935,Beastars 2nd Season,TV,12,0,12,0000-00-00,0000-00-00,,7,,0,Completed,,0,,LOW,"Não posso negar que a direção soube criar um clima tenso, mas não gosto do rumo que a história tomou, foi um salto maior que a perna",0,0,1,default,0,770.0,TV,7.86,771.0,514.0,"Jan 7, 2021 to Mar 25, 2021",['Orange'],12.0,"['Drama', 'Slice of Life']","['Anthropomorphic', 'Psychological', 'School']",Shounen
32379,Berserk,TV,12,0,12,0000-00-00,0000-00-00,,2,,0,Completed,,0,,LOW,Me explique Deus como isso ganhou uma segunda temporada,0,0,1,default,0,,,,,,,,,,,
34055,Berserk 2nd Season,TV,12,0,12,0000-00-00,0000-00-00,,2,,0,Completed,,0,,LOW,Não é pior que a primeira temporada,0,0,1,default,0,,,,,,,,,,,
10218,Berserk: Ougon Jidai-hen I - Haou no Tamago,Movie,1,0,1,0000-00-00,0000-00-00,,3,,0,Completed,,0,,LOW,Lembro-me de assistir esse filme e achar que 	Berserk era horrível e até hoje reluto em ler o mangá por causa dele,0,0,1,default,0,1046.0,Movie,7.72,1047.0,978.0,"Feb 4, 2012",['Studio 4°C'],1.0,"['Action', 'Adventure', 'Fantasy', 'Supernatural']","['Gore', 'Military', 'Mythology']",Seinen
12113,Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,Movie,1,0,1,0000-00-00,0000-00-00,,2,,0,Completed,,0,,LOW,"Incoerente, sem objetivo e pior, chato",0,0,1,default,0,743.0,Movie,7.88,744.0,1039.0,"Jun 23, 2012",['Studio 4°C'],1.0,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Horror', 'Supernatural']","['Gore', 'Military', 'Mythology']",Seinen
12115,Berserk: Ougon Jidai-hen III - Kourin,Movie,1,0,1,0000-00-00,0000-00-00,,7,,0,Completed,,0,,LOW,"Uma melhora absurda em relação aos primeiros dois filmes, uma direção extremamente competente, só não consegue salvar a trilogia só",0,0,1,default,0,326.0,Movie,8.2,327.0,1003.0,"Feb 1, 2013",['Studio 4°C'],1.0,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Horror', 'Supernatural']","['Gore', 'Military', 'Mythology']",Seinen
31904,Big Order (TV),TV,10,0,10,2023-06-12,2023-06-17,,2,,0,Completed,,0,,LOW,"Uma das piores coisas já inventadas na patética história da humanidade, a premissa é ridícula, os personagens são ridículos, EU SOU RIDÍCULO! Isso te faz questionar o âmago do ser",0,0,1,default,0,,,,,,,,,,,
530,Bishoujo Senshi Sailor Moon,TV,46,0,46,0000-00-00,0000-00-00,,5,,0,Completed,,0,,LOW,Legalzinho,0,0,1,default,0,1066.0,TV,7.71,1067.0,553.0,"Mar 7, 1992 to Feb 27, 1993",['Toei Animation'],46.0,['Romance'],"['Mahou Shoujo', 'Mythology']",Shoujo
40752,Bishounen Tanteidan,TV,12,0,0,0000-00-00,0000-00-00,,0,,0,Plan to Watch,,0,,LOW,🥇🥈:,0,0,1,default,0,,,,,,,,,,,
34572,Black Clover,TV,170,0,43,0000-00-00,0000-00-00,,4,,0,On-Hold,,0,,LOW,"Ain fica bom depois do episódio XY, não estou com saco para ver até aí",0,0,1,default,0,424.0,TV,8.11,425.0,73.0,"Oct 3, 2017 to Mar 30, 2021",['Studio Pierrot'],170.0,"['Action', 'Comedy', 'Fantasy']",['None'],Shounen
48585,Black Clover: Mahou Tei no Ken,Movie,1,0,1,2023-06-17,2023-06-17,,2,,0,Completed,,0,,LOW,"Definitivamente um dos filmes já criados, além de chato é feio 🤑",0,0,1,default,0,,,,,,,,,,,
269,Bleach,TV,366,0,366,0000-00-00,0000-00-00,,4,,0,Completed,,0,,LOW,Boa proposta e péssima execução,0,0,1,default,0,785.0,TV,7.85,786.0,40.0,"Oct 5, 2004 to Mar 27, 2012",['Studio Pierrot'],366.0,"['Action', 'Adventure', 'Fantasy']",['None'],Shounen
41467,Bleach: Sennen Kessen-hen,TV,13,0,13,2023-08-14,2023-08-14,,7,,0,Completed,,0,,LOW,"Comparado com o resto isso é fantástico, com uma melhora assustadora na produção, e uma narrativa mais encaixada (Um milagre tendo em vista que é a Pierrot). Mas ainda estamos falando de Bleach, não vale a pena ver 500 eps bucha para essa catarse",0,0,0,default,0,,,,,,,,,,,
